# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
20879,0.000,0.000,9.000,0.390,9.000,0.390,13.000,5.70,0.2100,0.084,0.000,21.00,5.70,15.30,1,0,0.00000,21.00,21.00,0.00,0,0,21.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,51.77,48.13,3.63,0.188,1.091,0.107,0.978,0.000,0.000,39.020,5.70,6,-0.3000,0,0.00,0.00,0.00,0.00,0,0,0,0,0
20979,0.008,0.005,9.000,2.098,9.000,2.098,30.921,17.10,0.3689,0.477,0.000,36.89,17.10,19.79,1,0,0.00000,36.89,36.89,0.00,0,0,35.32,0.00,1.57,8.50,0.26,1.000,1.041,1.57,1,60.00,1,59.40,54.40,5.00,0.195,1.098,0.589,2.894,-0.188,-0.016,249.628,17.10,17,0.2000,9525,3149.61,3149.61,0.00,0.00,0,0,1610612736,1084791606,0
21083,0.116,0.070,9.000,3.773,9.000,3.773,26.385,28.50,0.5295,1.125,0.000,52.95,28.50,24.45,1,0,0.00000,52.95,52.95,0.00,0,0,49.06,0.00,3.89,8.50,1.00,1.000,1.160,3.89,1,60.00,1,65.68,60.67,5.00,0.253,1.125,1.313,4.377,-0.134,-0.029,338.036,28.50,28,0.5000,8839,3394.05,3357.18,0.00,0.00,0,0,536870912,1084916761,0
21213,0.493,0.378,9.000,5.595,9.000,5.595,17.472,45.60,0.6911,2.462,0.000,69.11,45.60,23.51,1,0,0.00000,69.11,69.11,0.00,0,0,63.11,0.00,6.00,8.50,1.00,1.000,1.160,6.00,1,60.00,1,75.08,70.08,5.00,0.559,1.415,2.438,5.305,-0.054,-0.035,368.536,45.60,45,0.2000,8166,3673.77,3485.77,0.00,0.00,0,0,3758096384,1085059977,0
21313,1.269,0.989,9.000,6.444,9.000,6.444,13.128,57.00,0.7472,3.499,0.000,74.72,57.00,17.72,1,0,0.00000,74.72,74.72,0.00,0,0,67.89,0.00,6.84,8.50,1.00,1.000,1.160,6.84,1,60.00,1,81.35,76.35,5.00,1.188,2.122,2.703,3.299,0.119,-0.021,324.957,57.00,57,-0.5000,10236,2930.83,3551.12,3090.81,3741.51,-536870912,1072914000,1073741824,1084761504,0
21446,3.070,2.634,9.000,7.337,9.000,7.337,8.542,74.10,0.7583,5.041,0.000,75.83,74.10,1.73,1,0,0.00000,75.83,75.83,0.00,0,0,68.23,0.00,7.60,8.50,0.98,1.000,1.157,7.60,0,255.00,1,90.75,85.75,5.00,2.887,4.065,2.015,0.000,0.240,0.024,184.868,74.10,74,-0.3000,6648,4512.64,3323.16,3090.81,3741.51,-536870912,1072914000,1073741824,1084761504,0
21550,4.999,4.314,9.000,7.751,9.000,7.751,6.413,70.92,0.7092,5.686,0.000,70.92,70.92,0.00,0,0,-0.22307,70.92,70.92,0.00,0,0,63.02,0.00,7.90,8.50,0.78,1.000,1.124,7.90,0,255.00,1,89.01,84.01,5.00,4.581,5.826,1.599,0.000,0.489,0.073,84.840,70.92,71,0.1627,8693,3451.05,3239.51,3090.81,3741.51,-536870912,1072914000,1073741824,1084761504,0
21686,6.159,5.937,9.000,8.188,9.000,8.188,4.172,61.43,0.6143,5.886,0.000,61.43,61.43,0.00,0,0,-0.44435,61.43,61.43,0.00,0,0,53.26,0.00,8.17,8.50,0.43,1.000,1.068,8.17,0,255.00,1,81.67,76.67,5.00,6.165,7.234,1.131,0.000,0.006,0.077,32.954,61.43,62,-0.3580,9326,3216.81,3239.10,3451.60,4334.56,1610612736,1072961488,3758096384,1084946225,0
21823,5.005,5.185,9.000,8.472,9.000,8.472,2.714,76.05,0.7605,6.315,0.000,76.05,76.05,0.00,0,0,-0.54294,76.05,76.05,0.00,0,0,68.95,0.00,7.09,3.98,0.21,1.000,1.033,7.09,0,255.00,1,76.50,71.50,5.00,5.355,6.156,0.799,0.000,-0.384,0.008,69.679,76.05,76,-0.1179,8061,3721.62,3342.80,3451.60,4334.56,1610612736,1072961488,3758096384,1084946225,0
21956,6.470,6.134,9.000,8.656,9.000,8.656,1.766,68.97,0.6897,6.582,0.000,68.97,68.97,0.00,0,0,-0.80211,68.97,68.97,0.00,0,0,64.30,0.00,4.67,1.21,0.10,1.000,1.015,4.67,0,255.00,1,63.48,58.48,5.00,6.282,6.985,0.611,0.000,0.216,0.028,37.576,68.97,69,0.1149,6663,4502.48,3395.89,3451.60,4334.56,1610612736,1072961488,3758096384,1084946225,0
